decision,Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-23-28.jpg,CAMERA_1_2025-06-26_02-23-28.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",4,"['4 0.553409 0.796214 0.020454 0.020806', '14 0.403908 0.569566 0.019991 0.019966', '19 0.545377 0.762129 0.019841 0.0199', '6 0.467679 0.569185 0.020214 0.019951', '16 0.402444 0.649535 0.02037 0.020533', '8 0.494697 0.747785 0.020235 0.020403', '7 0.606175 0.574673 0.02072 0.020856', '5 0.573777 0.936589 0.020605 0.020753', '3 0.363157 0.716076 0.052931 0.113403', '18 0.523424 0.668704 0.019732 0.020404', '9 0.495688 0.786162 0.020209 0.020645', '17 0.454316 0.645807 0.020182 0.020705', '10 0.453437 0.68707 0.01935 0.019605', '13 0.543276 0.940038 0.02045 0.020818', '11 0.439735 0.836938 0.020437 0.020093', '12 0.532054 0.939982 0.020413 0.02092', '2 0.336096 0.463155 0.019801 0.027391']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-24-49.jpg,CAMERA_1_2025-06-26_02-24-49.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-26-02.jpg,CAMERA_1_2025-06-26_02-26-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-27-25.jpg,CAMERA_1_2025-06-26_02-27-25.jpg,2,"[3, 7]",7,"['7 0.610223 0.578597 0.020891 0.02094', '3 0.366241 0.716004 0.055949 0.114988']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-29-22.jpg,CAMERA_1_2025-06-26_02-29-22.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-30-27.jpg,CAMERA_1_2025-06-26_02-30-27.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-41-38.jpg,CAMERA_1_2025-06-26_02-41-38.jpg,4,"[1, 6, 15, 16]",16,"['16 0.341373 0.707163 0.020302 0.020855', '15 0.326855 0.631021 0.019392 0.019671', '6 0.329909 0.567842 0.020236 0.020557', '1 0.568705 0.713618 0.059446 0.12084']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-42-36.jpg,CAMERA_1_2025-06-26_02-42-36.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-45-05.jpg,CAMERA_1_2025-06-26_02-45-05.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-45-46.jpg,CAMERA_1_2025-06-26_02-45-46.jpg,3,"[7, 18, 19]",7,"['7 0.602517 0.567318 0.020897 0.020972', '19 0.54199 0.751704 0.021656 0.022387', '18 0.520305 0.659546 0.020099 0.020069']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-46-48.jpg,CAMERA_1_2025-06-26_02-46-48.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-48-20.jpg,CAMERA_1_2025-06-26_02-48-20.jpg,17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",10,"['10 0.455944 0.694137 0.020077 0.019867', '4 0.555843 0.805173 0.019984 0.020185', '5 0.575831 0.946786 0.020725 0.020401', '11 0.442113 0.845167 0.020159 0.020423', '9 0.49764 0.794422 0.020058 0.020198', '19 0.548675 0.770503 0.020516 0.020475', '14 0.406863 0.576794 0.020531 0.020384', '18 0.526041 0.677214 0.020412 0.020116', '16 0.404552 0.656365 0.020639 0.020319', '7 0.609377 0.583687 0.020675 0.020918', '8 0.497328 0.756345 0.020091 0.021099', '17 0.456486 0.652467 0.020106 0.020466', '6 0.471164 0.576001 0.020174 0.020166', '13 0.545527 0.94841 0.020298 0.020666', '3 0.365246 0.721447 0.055124 0.115152', '12 0.534591 0.948601 0.020456 0.020646', '15 0.311532 0.688899 0.020626 0.021015']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-50-30.jpg,CAMERA_1_2025-06-26_02-50-30.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-52-03.jpg,CAMERA_1_2025-06-26_02-52-03.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-54-03.jpg,CAMERA_1_2025-06-26_02-54-03.jpg,4,"[0, 6, 15, 16]",0,"['0 0.337665 0.449144 0.020507 0.020127', '15 0.325692 0.630568 0.019652 0.019826', '16 0.34021 0.705971 0.020277 0.020882', '6 0.32947 0.566588 0.019812 0.02009']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-57-21.jpg,CAMERA_1_2025-06-26_02-57-21.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-58-53.jpg,CAMERA_1_2025-06-26_02-58-53.jpg,9,"[2, 3, 6, 7, 10, 14, 15, 16, 17]",17,"['17 0.452313 0.638353 0.019286 0.019395', '3 0.362361 0.706971 0.054399 0.112823', '14 0.403176 0.564473 0.019997 0.020208', '6 0.466537 0.562958 0.019856 0.020078', '7 0.603211 0.570011 0.019826 0.01965', '10 0.451644 0.678929 0.019182 0.019583', '16 0.401355 0.641471 0.020278 0.020609', '2 0.334011 0.450561 0.019747 0.02819', '15 0.308621 0.674447 0.01965 0.019918']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-00-49.jpg,CAMERA_1_2025-06-26_03-00-49.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-02-49.jpg,CAMERA_1_2025-06-26_03-02-49.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-04-20.jpg,CAMERA_1_2025-06-26_03-04-20.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",14,"['14 0.404354 0.567976 0.020129 0.020051', '9 0.496206 0.781474 0.019493 0.019784', '8 0.495048 0.744021 0.020153 0.020915', '4 0.553287 0.79146 0.020367 0.020584', '11 0.44033 0.832501 0.020009 0.019917', '16 0.402713 0.646583 0.019681 0.02033', '19 0.545032 0.757196 0.020429 0.020287', '18 0.522907 0.665464 0.019673 0.020262', '6 0.467969 0.566963 0.020492 0.020238', '7 0.604876 0.573016 0.020728 0.020614', '10 0.453654 0.683062 0.019359 0.019934', '5 0.573509 0.931745 0.020287 0.019936', '13 0.543402 0.934096 0.020271 0.020828', '3 0.363905 0.711832 0.055173 0.116425', '12 0.532304 0.934149 0.020932 0.021047', '17 0.454037 0.641308 0.020311 0.020675', '2 0.338243 0.459391 0.020267 0.028084', '15 0.310427 0.677521 0.02136 0.021669']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-05-58.jpg,CAMERA_1_2025-06-26_03-05-58.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-07-32.jpg,CAMERA_1_2025-06-26_03-07-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-09-13.jpg,CAMERA_1_2025-06-26_03-09-13.jpg,6,"[3, 6, 10, 14, 16, 17]",6,"['6 0.466076 0.570025 0.020418 0.020057', '16 0.400559 0.650377 0.020075 0.020388', '17 0.451848 0.645756 0.019976 0.020912', '10 0.45154 0.687461 0.019272 0.01956', '3 0.360546 0.716337 0.054958 0.114216', '14 0.402691 0.571663 0.020136 0.019941']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-11-30.jpg,CAMERA_1_2025-06-26_03-11-30.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-13-00.jpg,CAMERA_1_2025-06-26_03-13-00.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",19,"['19 0.549418 0.747042 0.020397 0.02092', '11 0.444727 0.821864 0.020246 0.020235', '4 0.557437 0.780633 0.019982 0.020336', '3 0.368962 0.69985 0.055574 0.113376', '14 0.410186 0.558729 0.020228 0.020253', '5 0.577617 0.922366 0.021225 0.020897', '16 0.408106 0.635168 0.019913 0.019939', '18 0.528052 0.655329 0.019803 0.019856', '10 0.458742 0.672443 0.019373 0.019099', '6 0.473319 0.556444 0.019924 0.020596', '9 0.500198 0.770734 0.019772 0.020564', '17 0.459437 0.631123 0.020135 0.02044', '7 0.609651 0.563757 0.019909 0.019704', '13 0.546596 0.923373 0.020837 0.021515', '12 0.535778 0.923378 0.020862 0.02155', '8 0.499278 0.73368 0.019908 0.020884', '2 0.347496 0.446821 0.019899 0.049578', '15 0.315639 0.667227 0.019583 0.020006']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-14-36.jpg,CAMERA_1_2025-06-26_03-14-36.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-16-11.jpg,CAMERA_1_2025-06-26_03-16-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-17-45.jpg,CAMERA_1_2025-06-26_03-17-45.jpg,14,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.567007 0.712277 0.06639 0.128786', '9 0.494356 0.779395 0.019807 0.01988', '16 0.339442 0.703469 0.020215 0.020443', '15 0.324627 0.627802 0.01981 0.019694', '11 0.438829 0.829593 0.020591 0.020806', '5 0.571801 0.930894 0.021106 0.021155', '8 0.493905 0.741648 0.02088 0.021789', '17 0.390713 0.651892 0.020653 0.020934', '7 0.460567 0.564038 0.020659 0.020778', '6 0.32814 0.563282 0.019928 0.020152', '13 0.540952 0.931933 0.020994 0.021707', '18 0.459627 0.643918 0.020187 0.020496', '10 0.451364 0.680924 0.020046 0.020626', '12 0.529803 0.932157 0.021321 0.021735']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-19-33.jpg,CAMERA_1_2025-06-26_03-19-33.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-22-11.jpg,CAMERA_1_2025-06-26_03-22-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-24-02.jpg,CAMERA_1_2025-06-26_03-24-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-24-17.jpg,CAMERA_1_2025-06-26_03-24-17.jpg,2,"[14, 16]",14,"['14 0.402997 0.562163 0.020348 0.020647', '16 0.400911 0.639868 0.020611 0.021486']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-25-43.jpg,CAMERA_1_2025-06-26_03-25-43.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-27-17.jpg,CAMERA_1_2025-06-26_03-27-17.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",18,"['18 0.525746 0.674891 0.020125 0.020227', '10 0.455668 0.691545 0.019762 0.019709', '16 0.404709 0.654887 0.020757 0.020562', '14 0.40683 0.575105 0.020767 0.020692', '11 0.441998 0.842514 0.019901 0.020348', '19 0.548031 0.768758 0.020719 0.020662', '3 0.365397 0.719377 0.054108 0.114195', '9 0.497941 0.791154 0.019475 0.020019', '6 0.471453 0.573579 0.019755 0.019851', '17 0.456066 0.650388 0.019626 0.020339', '8 0.497132 0.754263 0.01999 0.020748', '4 0.555761 0.803034 0.020359 0.02033', '7 0.60913 0.580537 0.020242 0.01989', '13 0.545314 0.946411 0.02081 0.02117', '12 0.534085 0.946514 0.020819 0.02124', '5 0.575841 0.944781 0.020904 0.020444', '2 0.340212 0.469799 0.020539 0.031291']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-29-02.jpg,CAMERA_1_2025-06-26_03-29-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-30-40.jpg,CAMERA_1_2025-06-26_03-30-40.jpg,10,"[0, 1, 6, 7, 10, 11, 15, 16, 17, 18]",0,"['0 0.34054 0.44332 0.019503 0.018141', '16 0.341777 0.702464 0.02035 0.020575', '11 0.441503 0.82864 0.020708 0.020963', '7 0.463842 0.562205 0.020104 0.020353', '6 0.330705 0.561709 0.020573 0.020854', '15 0.327268 0.625086 0.020375 0.019953', '10 0.455024 0.679964 0.019303 0.019311', '1 0.572692 0.707948 0.047732 0.109518', '18 0.462422 0.642656 0.019372 0.019848', '17 0.393224 0.650022 0.020395 0.020509']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-33-01.jpg,CAMERA_1_2025-06-26_03-33-01.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-34-41.jpg,CAMERA_1_2025-06-26_03-34-41.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-36-18.jpg,CAMERA_1_2025-06-26_03-36-18.jpg,17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.548649 0.783133 0.020295 0.020192', '10 0.450764 0.674853 0.019227 0.019295', '18 0.519967 0.657154 0.019828 0.019913', '5 0.569505 0.925026 0.020723 0.02046', '3 0.361064 0.703042 0.052541 0.11167', '11 0.43716 0.824104 0.02008 0.020093', '16 0.400142 0.638203 0.019757 0.019921', '14 0.402115 0.560819 0.020179 0.02043', '7 0.601963 0.565378 0.020039 0.020007', '17 0.451332 0.635416 0.020184 0.020348', '8 0.491231 0.736055 0.019943 0.020628', '9 0.493 0.774202 0.019841 0.020443', '6 0.465535 0.558722 0.020932 0.020764', '19 0.54181 0.749708 0.020242 0.020676', '13 0.53994 0.925756 0.020452 0.020904', '12 0.52866 0.926086 0.020994 0.021248', '15 0.307416 0.671655 0.019952 0.020374']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-38-17.jpg,CAMERA_1_2025-06-26_03-38-17.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-39-57.jpg,CAMERA_1_2025-06-26_03-39-57.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",4,"['4 0.556782 0.799802 0.020192 0.020557', '5 0.576724 0.94195 0.020973 0.020594', '19 0.548854 0.764824 0.019923 0.020095', '11 0.442885 0.840005 0.020148 0.020831', '18 0.52684 0.672665 0.019799 0.019676', '6 0.47165 0.570023 0.019842 0.019844', '17 0.457383 0.647023 0.020323 0.020536', '10 0.456462 0.688512 0.019755 0.019674', '8 0.498034 0.751367 0.019807 0.020429', '7 0.609949 0.578786 0.020076 0.019861', '16 0.405464 0.650783 0.020544 0.020283', '13 0.546147 0.943667 0.020841 0.020857', '3 0.365542 0.717128 0.054729 0.113984', '9 0.499416 0.789053 0.019138 0.020173', '12 0.534814 0.943623 0.020792 0.020993', '14 0.407125 0.570566 0.02051 0.019921', '2 0.34154 0.462153 0.020721 0.027698']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-41-43.jpg,CAMERA_1_2025-06-26_03-41-43.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-43-16.jpg,CAMERA_1_2025-06-26_03-43-16.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-44-51.jpg,CAMERA_1_2025-06-26_03-44-51.jpg,8,"[2, 3, 6, 10, 14, 15, 16, 17]",14,"['14 0.406177 0.567588 0.020908 0.020221', '16 0.404165 0.64495 0.020673 0.020772', '17 0.454404 0.640294 0.019629 0.020252', '3 0.365466 0.707981 0.054644 0.113252', '6 0.469263 0.566126 0.019683 0.019579', '15 0.311841 0.674525 0.020175 0.020483', '10 0.453611 0.68052 0.019174 0.020205', '2 0.338553 0.453868 0.019455 0.032263']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-46-39.jpg,CAMERA_1_2025-06-26_03-46-39.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-48-24.jpg,CAMERA_1_2025-06-26_03-48-24.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",5,"['5 0.570154 0.924349 0.020884 0.020794', '18 0.457565 0.639135 0.019948 0.019975', '1 0.566176 0.707383 0.064263 0.128002', '17 0.388658 0.64757 0.019842 0.020081', '11 0.437207 0.824052 0.02027 0.020486', '16 0.337197 0.700561 0.01986 0.020197', '8 0.491749 0.735734 0.020508 0.022117', '6 0.325782 0.559523 0.02027 0.020544', '9 0.492343 0.773955 0.020134 0.020421', '7 0.459148 0.558844 0.020487 0.020824', '10 0.450144 0.67557 0.019561 0.020068', '15 0.322743 0.623867 0.020178 0.019942', '12 0.528803 0.925927 0.021474 0.022347', '13 0.54008 0.925703 0.020798 0.021903', '2 0.332297 0.441545 0.019302 0.02069']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-49-56.jpg,CAMERA_1_2025-06-26_03-49-56.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-51-24.jpg,CAMERA_1_2025-06-26_03-51-24.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-53-07.jpg,CAMERA_1_2025-06-26_03-53-07.jpg,4,"[1, 6, 15, 16]",16,"['16 0.339799 0.710378 0.020847 0.021452', '15 0.324735 0.633183 0.020015 0.020075', '6 0.327511 0.567774 0.020168 0.020227', '1 0.566199 0.715813 0.059381 0.123571']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-54-44.jpg,CAMERA_1_2025-06-26_03-54-44.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-56-22.jpg,CAMERA_1_2025-06-26_03-56-22.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-57-59.jpg,CAMERA_1_2025-06-26_03-57-59.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",6,"['6 0.465657 0.569088 0.020624 0.020024', '19 0.543559 0.76314 0.019692 0.019976', '4 0.551226 0.796767 0.019882 0.020283', '16 0.400599 0.648355 0.020475 0.020708', '18 0.521524 0.669199 0.020205 0.020427', '7 0.604328 0.576263 0.020552 0.020619', '17 0.451954 0.646137 0.020137 0.02091', '14 0.402209 0.56988 0.019866 0.019881', '5 0.571361 0.938826 0.020217 0.020033', '13 0.541282 0.940615 0.020134 0.020587', '10 0.451819 0.68706 0.019767 0.019974', '3 0.361174 0.716146 0.054138 0.113682', '9 0.493812 0.786344 0.020154 0.020603', '12 0.530367 0.940686 0.020268 0.020793', '8 0.491922 0.749216 0.020382 0.02138', '11 0.438332 0.837466 0.020789 0.020118', '2 0.332191 0.464694 0.020213 0.030623', '15 0.307158 0.683159 0.02121 0.021513']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_03-59-44.jpg,CAMERA_1_2025-06-26_03-59-44.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-01-12.jpg,CAMERA_1_2025-06-26_04-01-12.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-02-42.jpg,CAMERA_1_2025-06-26_04-02-42.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",18,"['18 0.525721 0.675384 0.020126 0.019907', '10 0.455783 0.693417 0.019704 0.019787', '16 0.404741 0.656403 0.020681 0.020874', '4 0.555865 0.803932 0.020168 0.020236', '11 0.442165 0.844052 0.019905 0.020244', '5 0.575816 0.945769 0.02035 0.019908', '19 0.548154 0.769735 0.020609 0.020593', '14 0.407102 0.576192 0.020414 0.020396', '9 0.497908 0.792268 0.019575 0.019999', '3 0.365508 0.720461 0.054173 0.113648', '8 0.497636 0.755312 0.019604 0.020617', '7 0.609007 0.582318 0.020443 0.020399', '17 0.456397 0.651469 0.019906 0.020401', '6 0.471298 0.574712 0.019776 0.01999', '13 0.545377 0.946963 0.020365 0.02095', '12 0.534417 0.946894 0.020468 0.021027', '2 0.3408 0.474898 0.019855 0.03814']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-04-29.jpg,CAMERA_1_2025-06-26_04-04-29.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-05-55.jpg,CAMERA_1_2025-06-26_04-05-55.jpg,5,"[2, 3, 7, 14, 15]",7,"['7 0.607249 0.569293 0.020248 0.020333', '14 0.406761 0.564072 0.021307 0.020788', '3 0.365826 0.704783 0.054049 0.109836', '15 0.312238 0.673929 0.020812 0.021293', '2 0.341495 0.450548 0.020361 0.03031']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-08-56.jpg,CAMERA_1_2025-06-26_04-08-56.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-10-33.jpg,CAMERA_1_2025-06-26_04-10-33.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-12-11.jpg,CAMERA_1_2025-06-26_04-12-11.jpg,7,"[1, 6, 7, 8, 9, 10, 18]",1,"['1 0.567108 0.70768 0.063759 0.125003', '8 0.493324 0.73769 0.021054 0.021647', '6 0.326513 0.561218 0.020284 0.020817', '10 0.451196 0.677063 0.018433 0.018898', '9 0.493863 0.776319 0.022353 0.023944', '7 0.459729 0.562488 0.020547 0.020743', '18 0.458013 0.640718 0.019196 0.019275']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-14-25.jpg,CAMERA_1_2025-06-26_04-14-25.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-16-01.jpg,CAMERA_1_2025-06-26_04-16-01.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",4,"['4 0.556679 0.800573 0.020646 0.020721', '5 0.576673 0.942385 0.021088 0.020656', '18 0.526292 0.671804 0.019599 0.019681', '16 0.405131 0.65027 0.020874 0.020932', '11 0.442793 0.840835 0.020196 0.020792', '3 0.366023 0.717146 0.054551 0.113037', '19 0.548576 0.765669 0.02055 0.020508', '17 0.457268 0.648186 0.020888 0.020952', '10 0.456498 0.689202 0.020054 0.019841', '9 0.499296 0.789607 0.019643 0.02056', '7 0.609348 0.5782 0.020677 0.020478', '14 0.407001 0.572313 0.020875 0.020638', '8 0.498273 0.751086 0.020439 0.021458', '13 0.545979 0.943162 0.020609 0.020851', '6 0.471379 0.570584 0.019942 0.019847', '12 0.534774 0.943236 0.020592 0.020913', '2 0.341549 0.464005 0.020941 0.029346']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-18-19.jpg,CAMERA_1_2025-06-26_04-18-19.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-23-20.jpg,CAMERA_1_2025-06-26_04-23-20.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-24-38.jpg,CAMERA_1_2025-06-26_04-24-38.jpg,11,"[2, 3, 6, 7, 10, 11, 14, 15, 16, 17, 18]",16,"['16 0.404416 0.646751 0.019744 0.019951', '10 0.454075 0.682266 0.018882 0.019454', '14 0.406459 0.569357 0.020185 0.01967', '11 0.440299 0.831808 0.02016 0.01996', '6 0.469941 0.567523 0.01995 0.019943', '7 0.605762 0.57484 0.020233 0.020774', '18 0.522838 0.666567 0.020185 0.020284', '3 0.365062 0.711163 0.055282 0.11523', '17 0.454857 0.641429 0.019885 0.020148', '2 0.339213 0.456665 0.019316 0.029541', '15 0.312229 0.677057 0.019954 0.019968']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-25-55.jpg,CAMERA_1_2025-06-26_04-25-55.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_04-27-26.jpg,CAMERA_1_2025-06-26_04-27-26.jpg,6,"[2, 3, 14, 15, 16, 17]",15,"['15 0.30828 0.674032 0.020692 0.021246', '14 0.402449 0.563385 0.019876 0.020016', '16 0.400561 0.640702 0.019637 0.020208', '3 0.361321 0.703209 0.053091 0.107683', '2 0.332697 0.449351 0.020169 0.030417', '17 0.450977 0.63714 0.019746 0.019844']"
